epoch,learning_rate,loss,out_power_loss,out_power_mae_mw,out_power_mismatch_mae_mw,out_power_normalized_mismatch,out_status_binary_accuracy,out_status_loss,out_status_precision,out_status_recall,val_loss,val_out_power_loss,val_out_power_mae_mw,val_out_power_mismatch_mae_mw,val_out_power_normalized_mismatch,val_out_status_binary_accuracy,val_out_status_loss,val_out_status_precision,val_out_status_recall
0,2.9999999242136255e-05,3.6682512760162354,0.09423083066940308,12.599006652832031,0.015826040878891945,4.368204827187583e-06,0.76561439037323,3.573995590209961,0.5880674719810486,0.9793294668197632,3.63431715965271,0.09441125392913818,12.606467247009277,0.011571804992854595,3.1939764539856697e-06,0.7676922082901001,3.538158893585205,0.5911317467689514,0.9785325527191162
1,2.9999999242136255e-05,3.6651649475097656,0.0952906534075737,12.740716934204102,0.015590577386319637,4.303210971556837e-06,0.7659955024719238,3.5698535442352295,0.5883215069770813,0.9807685017585754,3.627974271774292,0.09601695835590363,12.82094955444336,0.011931736953556538,3.293323288744432e-06,0.7686454057693481,3.5306880474090576,0.5916886329650879,0.9827523827552795
2,2.9999999242136255e-05,3.6151700019836426,0.09570103138685226,12.795588493347168,0.01477553229779005,4.078248366568005e-06,0.769156813621521,3.5194499492645264,0.591415524482727,0.9833852052688599,3.6405348777770996,0.09560605883598328,12.765215873718262,0.011021851561963558,3.042182243007119e-06,0.7677969932556152,3.543243885040283,0.5907154679298401,0.983361005783081
3,2.9999999242136255e-05,3.6552231311798096,0.09607535600662231,12.845624923706055,0.014484451152384281,3.997903149866033e-06,0.7678675651550293,3.5591328144073486,0.5899869799613953,0.9838355183601379,3.6721246242523193,0.09624927490949631,12.853317260742188,0.011818541213870049,3.2620794172544265e-06,0.7673896551132202,3.573909044265747,0.5902365446090698,0.9837719798088074
4,2.9999999242136255e-05,3.687356948852539,0.09635873138904572,12.883526802062988,0.014086204580962658,3.887982529704459e-06,0.7659976482391357,3.5909793376922607,0.5880416035652161,0.9834390878677368,3.701734781265259,0.09704291820526123,12.960084915161133,0.011848469264805317,3.2703396755096037e-06,0.7650530338287354,3.6023261547088623,0.5877918004989624,0.9834667444229126
5,2.9999999242136255e-05,3.6991031169891357,0.09686718136072159,12.951501846313477,0.014532404020428658,4.0111403905029874e-06,0.7652735114097595,3.6022207736968994,0.5872849225997925,0.9833418130874634,3.7328715324401855,0.09758353233337402,13.028363227844238,0.011801878921687603,3.2574803299212363e-06,0.7634832859039307,3.6341090202331543,0.5861651301383972,0.9832102060317993
6,2.9999999242136255e-05,3.7343437671661377,0.09750799834728241,13.037178039550781,0.014621882699429989,4.03583726438228e-06,0.7631969451904297,3.6368143558502197,0.5851070284843445,0.9832471609115601,3.7321054935455322,0.09761970490217209,13.033122062683105,0.011738616041839123,3.2400191685155733e-06,0.763469398021698,3.6332709789276123,0.5861017107963562,0.9836861491203308
7,2.9999999242136255e-05,3.750121593475342,0.09740571677684784,13.023508071899414,0.01428225263953209,3.942094281228492e-06,0.7622244358062744,3.6526942253112793,0.5840438604354858,0.9836854338645935,3.7465739250183105,0.09739436209201813,13.002664566040039,0.012356128543615341,3.410460521990899e-06,0.7626917362213135,3.648320436477661,0.5852829217910767,0.9837204813957214
8,2.9999999242136255e-05,3.767949104309082,0.09745708853006363,13.030381202697754,0.014186165295541286,3.915574779966846e-06,0.7612895369529724,3.6704723834991455,0.5830613970756531,0.9837503433227539,3.7470808029174805,0.09703349322080612,12.957588195800781,0.011996072717010975,3.3110807180491975e-06,0.762618362903595,3.6477127075195312,0.5851913094520569,0.9838693737983704
9,2.9999999242136255e-05,3.767587423324585,0.09699828177690506,12.969030380249023,0.013806745409965515,3.8108455555629916e-06,0.7612410187721252,3.6705691814422607,0.5829818844795227,0.9840421676635742,3.752664566040039,0.09741685539484024,13.005804061889648,0.011862472631037235,3.2742050279921386e-06,0.7625839710235596,3.654387950897217,0.5851442217826843,0.9839770197868347
10,1.4999999621068127e-05,3.7564117908477783,0.09686039388179779,12.950592041015625,0.013567287474870682,3.74475621356396e-06,0.7621071934700012,3.6595304012298584,0.583875834941864,0.9841369986534119,3.773550271987915,0.09736393392086029,13.000268936157227,0.01136624813079834,3.137240355499671e-06,0.7610967755317688,3.6748132705688477,0.5835805535316467,0.9840990304946899
11,1.4999999621068127e-05,3.758929967880249,0.09695605933666229,12.963372230529785,0.01356634870171547,3.7444974623213056e-06,0.7619210481643677,3.661952018737793,0.5836659073829651,0.984300434589386,3.734347343444824,0.0966169536113739,12.901688575744629,0.011403951793909073,3.1476467938773567e-06,0.7634238600730896,3.6354188919067383,0.5859695076942444,0.9845104813575745
12,1.4999999621068127e-05,3.7619266510009766,0.09675466269254684,12.936467170715332,0.013319789431989193,3.676443384392769e-06,0.7616392374038696,3.6651530265808105,0.5833497047424316,0.9845235347747803,3.728128433227539,0.09650782495737076,12.886720657348633,0.01167550589889288,3.2225991617451655e-06,0.7639095783233643,3.6294219493865967,0.5864830017089844,0.984472393989563
13,1.4999999621068127e-05,3.7659456729888916,0.09702205657958984,12.972198486328125,0.013430911116302013,3.707117684825789e-06,0.7614797353744507,3.66890549659729,0.5831946730613708,0.9844118356704712,3.7701969146728516,0.097398541867733,13.005236625671387,0.01126804668456316,3.1101353670237586e-06,0.761385440826416,3.671421766281128,0.5838552713394165,0.9843615293502808
14,1.4999999621068127e-05,3.7735936641693115,0.09712442010641098,12.985893249511719,0.013479294255375862,3.7204690670478158e-06,0.7609478831291199,3.6764492988586426,0.5826299786567688,0.9845318794250488,3.762563705444336,0.09736407548189163,13.000690460205078,0.011292992159724236,3.1170202419161797e-06,0.7617810964584351,3.663728713989258,0.5842670202255249,0.9843643307685852
15,1.4999999621068127e-05,3.769047737121582,0.09710663557052612,12.983512878417969,0.013679848052561283,3.7758236430818215e-06,0.7612038850784302,3.6719226837158203,0.5828974843025208,0.984513521194458,3.7379391193389893,0.09649059921503067,12.88515853881836,0.011472262442111969,3.1665015285398113e-06,0.7632133960723877,3.638939142227173,0.5857382416725159,0.9846134185791016
16,1.4999999621068127e-05,3.7713429927825928,0.0970248132944107,12.972578048706055,0.01345822773873806,3.714656031661434e-06,0.7611146569252014,3.6742992401123047,0.5828006863594055,0.9845479726791382,3.7153618335723877,0.09654444456100464,12.891966819763184,0.01159535814076662,3.200477294740267e-06,0.7647503614425659,3.6168243885040283,0.5873520970344543,0.984618067741394
17,1.4999999621068127e-05,3.774390935897827,0.09713456779718399,12.987255096435547,0.014021400362253189,3.870095952152042e-06,0.7609571218490601,3.677234649658203,0.5826350450515747,0.9845649600028992,3.759345293045044,0.09657247364521027,12.896977424621582,0.011022783815860748,3.0424389478866942e-06,0.761945366859436,3.6599483489990234,0.5843774676322937,0.9849720001220703
18,7.499999810534064e-06,3.7728073596954346,0.09677623212337494,12.939347267150879,0.013652564957737923,3.7682907532143872e-06,0.7609241008758545,3.6760120391845703,0.5825762152671814,0.984816312789917,3.7441248893737793,0.0964559018611908,12.881223678588867,0.010899866931140423,3.008512294400134e-06,0.7628020644187927,3.6450302600860596,0.5853078365325928,0.9846130013465881
19,7.499999810534064e-06,3.7715702056884766,0.09684158861637115,12.948084831237793,0.013677363283932209,3.7751372019556584e-06,0.7610558867454529,3.674708604812622,0.5827315449714661,0.9846334457397461,3.7967758178710938,0.097450390458107,13.01354694366455,0.010857921093702316,2.9969348815939156e-06,0.7597300410270691,3.69744873046875,0.5821155309677124,0.9845823645591736
20,7.499999810534064e-06,3.786611795425415,0.09703845530748367,12.974406242370605,0.013650912791490555,3.767838279600255e-06,0.7602037787437439,3.68955397605896,0.5818466544151306,0.9846374988555908,3.7951245307922363,0.09735404700040817,13.000520706176758,0.010625670664012432,2.932830739155179e-06,0.7599233984947205,3.6959800720214844,0.5823283791542053,0.9844520092010498
21,7.499999810534064e-06,3.8008511066436768,0.09699075669050217,12.968026161193848,0.013667122460901737,3.772310947169899e-06,0.7593857049942017,3.7038421630859375,0.5809882879257202,0.9847545623779297,3.819127321243286,0.09739511460065842,13.005887031555176,0.010628077201545238,2.933494670287473e-06,0.7584227323532104,3.7197651863098145,0.5807638764381409,0.9846060276031494
22,7.499999810534064e-06,3.797891855239868,0.09690891206264496,12.9570894241333,0.013597619719803333,3.753128794414806e-06,0.7595961689949036,3.7009637355804443,0.5812001824378967,0.9848200082778931,3.764777421951294,0.0965072363615036,12.88764762878418,0.010695393197238445,2.9520747375499923e-06,0.7616888880729675,3.665553331375122,0.5841362476348877,0.9847122430801392
23,7.499999810534064e-06,3.7856273651123047,0.09674529731273651,12.935209274291992,0.013577434234321117,3.7475570024980698e-06,0.7603808045387268,3.688861608505249,0.5820106863975525,0.9848403930664062,3.762486219406128,0.09653782844543457,12.891783714294434,0.010683698579668999,2.9488469408534e-06,0.7619014382362366,3.663259267807007,0.5843459963798523,0.9848272800445557
24,7.499999810534064e-06,3.7794113159179688,0.09676704555749893,12.938102722167969,0.013559462502598763,3.742593435163144e-06,0.7607521414756775,3.682630777359009,0.582403838634491,0.9847593307495117,3.752358913421631,0.09641870111227036,12.875840187072754,0.011073560453951359,3.056453806493664e-06,0.7625296115875244,3.6532797813415527,0.5850225687026978,0.984618067741394
25,7.499999810534064e-06,3.7943809032440186,0.09703020006418228,12.973298072814941,0.013699877075850964,3.7813526887475746e-06,0.7598149180412292,3.697331190109253,0.5814274549484253,0.9848062992095947,3.8067305088043213,0.09752224385738373,13.023171424865723,0.010897496715188026,3.007858595083235e-06,0.7591938376426697,3.7072031497955322,0.5815455913543701,0.9847419261932373
