epoch,loss,out_power_loss,out_power_mae_mw,out_power_mismatch_mae_mw,out_power_normalized_mismatch,out_status_binary_accuracy,out_status_loss,out_status_precision,out_status_recall,val_loss,val_out_power_loss,val_out_power_mae_mw,val_out_power_mismatch_mae_mw,val_out_power_normalized_mismatch,val_out_status_binary_accuracy,val_out_status_loss,val_out_status_precision,val_out_status_recall
0,3.649613380432129,0.09400719404220581,12.56910514831543,0.016512742266058922,4.557738975563552e-06,0.7561860084533691,3.649611711502075,0.5790615677833557,0.9700822234153748,3.546900749206543,0.09226363152265549,12.326159477233887,0.013762671500444412,3.798685384026612e-06,0.7671728134155273,3.542119264602661,0.5905968546867371,0.9783316850662231
1,3.6946334838867188,0.09495875984430313,12.696338653564453,0.01585732027888298,4.376837296149461e-06,0.7584437727928162,3.6946325302124023,0.5806361436843872,0.9782349467277527,3.6475930213928223,0.0955658033490181,12.763833999633789,0.012964027002453804,3.578249334168504e-06,0.762014627456665,3.6449384689331055,0.5849404335021973,0.9801004528999329
2,3.8000495433807373,0.09605898708105087,12.843452453613281,0.016134371981024742,4.453307610674528e-06,0.7532666325569153,3.800048828125,0.5752429366111755,0.9789491295814514,3.8957598209381104,0.0981190875172615,13.113621711730957,0.013491319492459297,3.723789177456638e-06,0.747885525226593,3.889812707901001,0.5705616474151611,0.9791151881217957
3,3.682511806488037,0.09477276355028152,12.671466827392578,0.016443518921732903,4.538633220363408e-06,0.7600952386856079,3.6825101375579834,0.5823982954025269,0.9778180122375488,3.677262544631958,0.09431792050600052,12.593474388122559,0.013378575444221497,3.6926705888618017e-06,0.7617877721786499,3.6752519607543945,0.5845246911048889,0.9818636178970337
4,3.7290961742401123,0.0959605798125267,12.83028793334961,0.016622142866253853,4.5879382923885714e-06,0.7580307722091675,3.729094982147217,0.5800092220306396,0.9803239107131958,4.0087385177612305,0.09755635261535645,13.032362937927246,0.014354507438838482,3.962039954785723e-06,0.7394533753395081,4.0040740966796875,0.562312126159668,0.9783451557159424
5,3.7199413776397705,0.0961025059223175,12.849260330200195,0.016526389867067337,4.56150837635505e-06,0.758409321308136,3.719939947128296,0.5803658962249756,0.9806900024414062,3.7604241371154785,0.0977836325764656,13.059536933898926,0.013359819538891315,3.687493062898284e-06,0.7565252184867859,3.7576050758361816,0.5789427757263184,0.983246386051178
6,3.7202000617980957,0.09689649939537048,12.955430030822754,0.016265390440821648,4.489470484259073e-06,0.7589952349662781,3.720198154449463,0.5808475613594055,0.9820048809051514,3.695173501968384,0.09578191488981247,12.79125690460205,0.013332107104361057,3.6798446672037244e-06,0.7596650123596191,3.692426919937134,0.5823881030082703,0.9810926914215088
7,3.6654889583587646,0.09578005969524384,12.806143760681152,0.016320472583174706,4.504675871430663e-06,0.7611521482467651,3.6654882431030273,0.583300769329071,0.9798796772956848,3.732417106628418,0.0970560610294342,12.967741966247559,0.012993041425943375,3.5862569802702637e-06,0.7582737803459167,3.729478597640991,0.58096843957901,0.9808588624000549
8,3.6386313438415527,0.09521058946847916,12.730005264282227,0.01573234610259533,4.342339252616512e-06,0.7616499662399292,3.638629674911499,0.584044873714447,0.977659285068512,3.4960198402404785,0.0921904593706131,12.31280517578125,0.012432899326086044,3.431650611673831e-06,0.7679612636566162,3.4937195777893066,0.5921654105186462,0.9718505144119263
9,3.4939539432525635,0.09239374101161957,12.353382110595703,0.015931574627757072,4.397330030769808e-06,0.7683417201042175,3.4939522743225098,0.5916275382041931,0.9735320806503296,3.492548942565918,0.09273596853017807,12.385724067687988,0.013703013770282269,3.782219437198364e-06,0.7690199613571167,3.489062786102295,0.5924875140190125,0.9791865944862366
